step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
13,PAYMENT,3053.85,C2106939134,53423.0,50369.15,M1887176113,0.0,0.0,0,0
12,PAYMENT,1338.32,C1349047708,454638.0,453299.68,M1796851901,0.0,0.0,0,0
12,CASH_OUT,60830.52,C635901156,0.0,0.0,C826596634,198163.37,258993.9,0,0
9,PAYMENT,9578.22,C2021530768,686629.2,677050.98,M905161006,0.0,0.0,0,0
12,PAYMENT,19969.8,C704552315,49633.0,29663.2,M1072525983,0.0,0.0,0,0
8,PAYMENT,25656.78,C1688897886,0.0,0.0,M756771183,0.0,0.0,0,0
7,PAYMENT,22961.94,C1446131359,104609.0,81647.06,M2075755840,0.0,0.0,0,0
10,PAYMENT,12953.87,C1612645338,80464.0,67510.13,M1076192339,0.0,0.0,0,0
10,CASH_OUT,333448.67,C1010262689,20179.0,0.0,C2055954122,0.0,143723.13,0,0
9,PAYMENT,13850.26,C57495002,0.0,0.0,M1643393167,0.0,0.0,0,0
10,PAYMENT,355.91,C2078600088,10609.0,10253.09,M1034244195,0.0,0.0,0,0
1,CASH_OUT,35063.63,C1635772897,35063.63,0.0,C1983025922,31140.0,7550.03,1,0
8,TRANSFER,1597343.56,C1481138226,1230912.07,0.0,C129529297,38133.0,1134621.35,0,0
11,CASH_OUT,112960.31,C363280780,405.0,0.0,C90761070,4178998.94,4291959.25,0,0
9,CASH_IN,151977.59,C217158871,6608930.52,6760908.11,C973641248,300127.92,15484.05,0,0
12,CASH_OUT,336020.73,C512609383,64646.0,0.0,C1062071873,0.0,336020.73,0,0
9,PAYMENT,16068.17,C1654844902,179654.72,163586.54,M2059138834,0.0,0.0,0,0
11,PAYMENT,20619.95,C892626387,0.0,0.0,M399817840,0.0,0.0,0,0
9,PAYMENT,9765.54,C1339095445,11326.0,1560.46,M1037200293,0.0,0.0,0,0
10,PAYMENT,5818.78,C777699213,103555.21,97736.43,M1714185110,0.0,0.0,0,0
8,CASH_OUT,13774.37,C2054514189,0.0,0.0,C1336996537,0.0,305260.19,0,0
12,PAYMENT,12250.56,C1378742781,0.0,0.0,M842178612,0.0,0.0,0,0
9,PAYMENT,10926.06,C166423063,0.0,0.0,M1152152782,0.0,0.0,0,0
9,PAYMENT,3366.17,C40863783,126690.7,123324.53,M295388527,0.0,0.0,0,0
13,PAYMENT,32125.96,C1679720046,101662.0,69536.04,M1618076901,0.0,0.0,0,0
9,TRANSFER,1664065.75,C761252104,0.0,0.0,C665576141,15488260.62,18422683.93,0,0
8,PAYMENT,11106.13,C1575220492,7911.83,0.0,M1963979411,0.0,0.0,0,0
10,PAYMENT,2594.71,C1168990568,1121288.92,1118694.21,M949229301,0.0,0.0,0,0
9,PAYMENT,10699.72,C1478663002,0.0,0.0,M979511586,0.0,0.0,0,0
10,CASH_IN,123484.45,C350143538,2423327.13,2546811.58,C1900577201,450794.78,34061.32,0,0
9,CASH_OUT,85752.34,C1872328073,21503.0,0.0,C307175293,76521.0,162273.34,0,0
4,DEBIT,1313.51,C1666144466,49977.0,48663.49,C1877453512,116963.12,118276.63,0,0
10,CASH_OUT,266496.6,C448714907,313528.0,47031.4,C339137649,6048.0,170954.9,0,0
10,PAYMENT,2117.75,C1136332970,4703963.13,4701845.37,M663867685,0.0,0.0,0,0
11,CASH_OUT,168709.89,C600138421,5834.0,0.0,C1010390776,480.0,155207.4,0,0
10,TRANSFER,3172497.08,C1620883972,1142456.05,0.0,C2001113476,4223155.17,8400470.0,0,0
9,CASH_IN,61466.32,C335479015,7870496.27,7931962.6,C131837293,82476.05,21009.73,0,0
11,PAYMENT,11305.34,C147516693,8520.0,0.0,M2036373371,0.0,0.0,0,0
10,CASH_OUT,228472.62,C265785129,0.0,0.0,C102125325,427211.47,869899.58,0,0
1,CASH_OUT,153952.87,C1017792343,19336.33,0.0,C1023714065,2207835.95,1412484.09,0,0
8,PAYMENT,2354.22,C665078988,1550015.31,1547661.09,M85348371,0.0,0.0,0,0
1,CASH_OUT,319825.94,C843867341,19290.55,0.0,C564160838,1743106.48,1254956.07,0,0
9,CASH_IN,21344.14,C1561521392,10383143.01,10404487.15,C362966988,1679413.65,1790692.43,0,0
12,CASH_OUT,356189.67,C1385762742,11619.0,0.0,C1572820085,0.0,700206.62,0,0
12,TRANSFER,53389.67,C1331104394,0.0,0.0,C1579001225,167085.29,108916.4,0,0
11,CASH_IN,15344.54,C2101171681,2012496.76,2027841.3,C317312896,16461.69,0.0,0,0
10,PAYMENT,44635.68,C565018114,0.0,0.0,M2005913180,0.0,0.0,0,0
9,CASH_OUT,203067.69,C1152755306,179934.8,0.0,C316239203,10621.0,84724.75,0,0
13,PAYMENT,8905.09,C1666012830,0.0,0.0,M937078865,0.0,0.0,0,0
12,PAYMENT,26884.91,C330411452,455906.46,429021.54,M30490332,0.0,0.0,0,0
8,CASH_OUT,76552.29,C2035074106,47505.0,0.0,C1653390476,27874.0,104426.29,0,0
10,PAYMENT,10727.22,C484108891,0.0,0.0,M211117739,0.0,0.0,0,0
13,PAYMENT,4617.31,C512414518,0.0,0.0,M1646610659,0.0,0.0,0,0
8,PAYMENT,55429.47,C919431525,0.0,0.0,M1203900451,0.0,0.0,0,0
10,CASH_OUT,17823.53,C827456096,0.0,0.0,C1381797537,70897.0,0.0,0,0
10,CASH_IN,190915.44,C1703590287,864243.78,1055159.22,C1444588937,607233.17,226234.76,0,0
8,TRANSFER,736539.7,C101529156,0.0,0.0,C54142591,865287.97,6085383.25,0,0
9,CASH_OUT,378526.73,C253384944,11337.0,0.0,C131837504,2619858.59,2998385.32,0,0
8,PAYMENT,12257.39,C443728213,0.0,0.0,M1482289927,0.0,0.0,0,0
9,CASH_OUT,28927.42,C1105468232,0.0,0.0,C1335946878,5440901.13,5785985.71,0,0
12,CASH_IN,189799.57,C1578574672,104692.0,294491.57,C697350051,246914.0,2530.03,0,0
8,PAYMENT,810.56,C1544967255,11341.0,10530.44,M448133058,0.0,0.0,0,0
13,TRANSFER,138157.75,C1428472194,0.0,0.0,C1865613995,2773259.91,2462634.0,0,0
9,CASH_IN,19995.19,C1078003964,7374267.23,7394262.43,C1441051345,66828.0,46832.81,0,0
12,CASH_OUT,265783.02,C1332082257,0.0,0.0,C413471005,812184.78,1452673.93,0,0
9,CASH_OUT,183294.51,C1535165594,20580.0,0.0,C1873189623,0.0,52733.44,0,0
11,PAYMENT,684.52,C1347607765,0.0,0.0,M492713352,0.0,0.0,0,0
8,CASH_OUT,41335.88,C1506011769,638361.43,597025.56,C539486713,8729814.6,8771150.48,0,0
13,PAYMENT,5991.52,C989971177,70878.23,64886.71,M763208287,0.0,0.0,0,0
11,CASH_OUT,138964.65,C1597366693,0.0,0.0,C405881980,5700777.31,5839741.97,0,0
13,CASH_OUT,105592.12,C1822618574,0.0,0.0,C211013214,1362964.21,1117657.26,0,0
7,PAYMENT,10659.13,C815017812,13155.47,2496.33,M299194277,0.0,0.0,0,0
10,CASH_OUT,69161.91,C1801381043,11362.0,0.0,C526035976,348309.85,410900.51,0,0
9,CASH_OUT,266942.72,C468021758,2053.0,0.0,C235789439,1250.0,0.0,0,0
12,CASH_IN,116645.07,C445678242,1247011.26,1363656.32,C1972739201,882960.71,766315.64,0,0
13,CASH_IN,94464.75,C1568325743,1692713.39,1787178.14,C552741883,185148.96,90684.21,0,0
12,CASH_IN,237724.63,C596866059,19991.0,257715.63,C629456317,13701.23,0.0,0,0
12,PAYMENT,42026.94,C1064305725,0.0,0.0,M826251151,0.0,0.0,0,0
9,CASH_OUT,155955.42,C1661062903,0.0,0.0,C1450417897,710227.41,670268.68,0,0
9,PAYMENT,25141.03,C1489827731,37439.83,12298.81,M508096889,0.0,0.0,0,0
12,CASH_OUT,387463.5,C161666060,28906.0,0.0,C543634584,14331.74,401795.24,0,0
9,CASH_IN,187610.22,C1377520999,712440.51,900050.72,C157316544,1356426.19,721820.11,0,0
9,CASH_OUT,112576.69,C1046107774,0.0,0.0,C1696758742,18454333.9,20198404.74,0,0
9,CASH_OUT,350298.78,C30024125,13633.0,0.0,C955352041,0.0,1306929.43,0,0
11,PAYMENT,23622.92,C481818901,99278.0,75655.08,M262012282,0.0,0.0,0,0
11,CASH_OUT,315387.97,C550380414,11352.0,0.0,C1181579840,6293014.58,6534852.93,0,0
9,PAYMENT,15623.3,C1963886003,0.0,0.0,M672663318,0.0,0.0,0,0
9,TRANSFER,962148.82,C223242338,0.0,0.0,C575233839,1320044.18,2282193.0,0,0
8,PAYMENT,12047.86,C1626640940,228615.82,216567.97,M9609636,0.0,0.0,0,0
11,PAYMENT,12336.95,C1927636012,17517.0,5180.05,M1566786529,0.0,0.0,0,0
9,PAYMENT,9232.62,C1940804039,0.0,0.0,M2139685353,0.0,0.0,0,0
11,CASH_OUT,53913.24,C2123708422,0.0,0.0,C547920626,55788.51,109701.75,0,0
10,CASH_OUT,7473.7,C2109236005,0.0,0.0,C1607998252,3877004.02,3884477.72,0,0
9,CASH_IN,169719.75,C1294452985,31156.0,200875.75,C1234612952,2778471.64,2679927.12,0,0
9,CASH_IN,45266.15,C1772326252,10644291.49,10689557.64,C1187639680,1547177.12,1007785.38,0,0
13,CASH_OUT,285759.38,C452960722,0.0,0.0,C282646250,949967.83,1202224.46,0,0
3,PAYMENT,4158.69,C698062929,24366.0,20207.31,M421135185,0.0,0.0,0,0
12,CASH_IN,151329.27,C1704206060,30725.0,182054.27,C681709819,892209.66,895176.38,0,0
8,PAYMENT,11941.5,C1926561588,308594.01,296652.52,M1895621189,0.0,0.0,0,0
13,TRANSFER,430410.69,C395748133,51303.0,0.0,C1894441033,131108.74,561519.43,0,0
13,CASH_OUT,396177.15,C43157027,0.0,0.0,C1656764903,3961773.84,4357950.99,0,0
9,CASH_IN,109042.25,C1803934789,4643553.97,4752596.22,C210060522,389948.07,307049.07,0,0
12,CASH_IN,34084.1,C959612852,387169.91,421254.01,C1434389049,0.0,0.0,0,0
8,PAYMENT,14470.06,C1088580639,10772.0,0.0,M1486641403,0.0,0.0,0,0
13,PAYMENT,1375.77,C1439343896,0.0,0.0,M1546823926,0.0,0.0,0,0
10,PAYMENT,12392.92,C58710121,44311.8,31918.88,M1775826972,0.0,0.0,0,0
8,CASH_IN,292089.28,C1193440621,934693.58,1226782.86,C1569007457,412036.93,545557.12,0,0
10,PAYMENT,297.25,C1004265565,0.0,0.0,M457012554,0.0,0.0,0,0
10,PAYMENT,12966.73,C831929595,20310.0,7343.27,M760062080,0.0,0.0,0,0
12,CASH_OUT,191177.37,C1264951214,0.0,0.0,C1690578022,736201.91,1130333.98,0,0
13,CASH_OUT,371802.9,C17924508,618.0,0.0,C1395570261,85841.12,457644.02,0,0
2,PAYMENT,3714.42,C1085041526,176131.8,172417.38,M2038484780,0.0,0.0,0,0
8,TRANSFER,127083.14,C2124814003,0.0,0.0,C1930851375,1239024.0,2422222.36,0,0
11,PAYMENT,18694.26,C1068290782,11101.0,0.0,M1111332547,0.0,0.0,0,0
1,CASH_OUT,36448.64,C1492219097,0.0,0.0,C832279283,148941.17,185389.8,0,0
13,PAYMENT,21348.26,C600009180,20859.0,0.0,M1364009319,0.0,0.0,0,0
8,CASH_IN,126438.11,C1734331657,387853.47,514291.58,C1083962448,309709.19,183271.08,0,0
8,PAYMENT,352.82,C1171768990,994518.87,994166.05,M694445132,0.0,0.0,0,0
9,CASH_OUT,59719.26,C1937568457,0.0,0.0,C114618982,206147.08,202901.29,0,0
7,PAYMENT,2837.05,C31903004,600.37,0.0,M497757429,0.0,0.0,0,0
10,CASH_IN,180024.91,C1749649264,4400830.33,4580855.24,C588727704,190095.34,0.0,0,0
11,CASH_IN,31086.9,C1754917652,40179.0,71265.9,C169619597,1042818.43,1011731.53,0,0
13,PAYMENT,12370.14,C1991208669,80132.24,67762.1,M891094826,0.0,0.0,0,0
13,CASH_OUT,74704.98,C897483346,32775.0,0.0,C239362370,0.0,74704.98,0,0
12,PAYMENT,8806.36,C399210019,591.0,0.0,M1198658813,0.0,0.0,0,0
8,CASH_OUT,122654.15,C121849153,6044.0,0.0,C1014923261,1215092.13,1434633.69,0,0
9,CASH_OUT,31588.93,C1074525234,81166.92,49577.99,C2020152163,261635.68,293224.61,0,0
11,CASH_OUT,26648.03,C207709699,0.0,0.0,C224551757,1487560.64,1514208.68,0,0
10,CASH_IN,162834.88,C947097340,449497.62,612332.5,C1992094522,1775563.71,1612728.83,0,0
10,CASH_OUT,148912.33,C2144491356,204.0,0.0,C1549095385,400570.84,549483.17,0,0
8,CASH_OUT,92443.07,C1491693889,0.0,0.0,C481402298,7942029.92,8144736.91,0,0
10,CASH_IN,162606.85,C1815002722,6514959.57,6677566.41,C2063006076,322389.85,140557.34,0,0
9,CASH_OUT,285546.15,C1445315371,0.0,0.0,C900325371,83466.48,259397.33,0,0
9,CASH_OUT,286728.93,C1346985164,0.0,0.0,C111210112,4482937.78,4937149.41,0,0
12,CASH_OUT,77198.91,C697697754,0.0,0.0,C484258212,799695.83,1165414.32,0,0
10,CASH_OUT,467689.08,C48750653,101439.0,0.0,C1973538135,4102869.92,4570559.0,0,0
12,CASH_OUT,154203.84,C177087907,265064.31,110860.47,C1874451126,979891.29,886553.17,0,0
9,PAYMENT,18990.31,C181282278,60405.0,41414.69,M927982513,0.0,0.0,0,0
12,CASH_IN,527127.38,C1789186243,20182.0,547309.38,C2047483413,0.0,0.0,0,0
12,PAYMENT,1380.25,C1748700128,0.0,0.0,M513491252,0.0,0.0,0,0
12,CASH_OUT,173329.62,C1382217024,0.0,0.0,C80806603,2876804.46,6001425.27,0,0
13,PAYMENT,14720.57,C1204311967,117884.13,103163.56,M1011828028,0.0,0.0,0,0
12,CASH_OUT,41091.16,C1032875745,30284.0,0.0,C855994065,148517.45,221073.27,0,0
9,PAYMENT,4940.14,C1346058751,1442551.21,1437611.07,M1669964642,0.0,0.0,0,0
10,PAYMENT,22970.53,C322272659,0.0,0.0,M1191274300,0.0,0.0,0,0
13,CASH_OUT,83926.15,C1043903869,0.0,0.0,C1380361139,1904476.05,1885286.74,0,0
12,PAYMENT,21063.59,C1635177608,0.0,0.0,M763240583,0.0,0.0,0,0
10,PAYMENT,15420.78,C242037853,0.0,0.0,M675411115,0.0,0.0,0,0
7,PAYMENT,2056.49,C85178160,199871.0,197814.51,M1606662256,0.0,0.0,0,0
9,CASH_OUT,305947.42,C1931634980,0.0,0.0,C991363637,14667710.48,14835824.24,0,0
11,CASH_IN,396676.14,C1598239097,2733169.43,3129845.57,C1485568243,1760119.13,2597488.68,0,0
12,CASH_OUT,242047.38,C2061026235,0.0,0.0,C316106307,6029513.68,6254291.99,0,0
12,CASH_IN,232800.71,C2030082815,38041.0,270841.71,C1163619825,0.0,0.0,0,0
13,CASH_IN,83507.83,C430633977,2168947.96,2252455.79,C316486913,4015179.49,3931671.66,0,0
13,PAYMENT,44372.56,C1621346485,0.0,0.0,M728393483,0.0,0.0,0,0
11,CASH_OUT,141774.66,C1873280676,0.0,0.0,C710798265,1022006.01,1163780.67,0,0
13,CASH_OUT,175352.36,C1125394560,0.0,0.0,C326101537,1278254.39,1453606.75,0,0
9,CASH_IN,46574.24,C1277161136,105467.0,152041.24,C1465813088,0.0,822833.03,0,0
12,CASH_OUT,27867.16,C1779986406,2274.0,0.0,C1289769077,0.0,27867.16,0,0
12,CASH_OUT,55945.73,C1165212641,0.0,0.0,C1971978671,156720.0,0.0,0,0
9,PAYMENT,30830.92,C785799861,0.0,0.0,M427024494,0.0,0.0,0,0
12,CASH_OUT,304681.65,C283488696,4082.0,0.0,C1148623133,323771.88,407567.03,0,0
12,CASH_OUT,186762.95,C1123259676,0.0,0.0,C273192837,1681281.42,2216965.61,0,0
13,CASH_OUT,240725.76,C2022239882,68064.0,0.0,C761664271,6791187.44,7550520.07,0,0
11,PAYMENT,12389.55,C1161953154,435663.62,423274.07,M1169468954,0.0,0.0,0,0
7,PAYMENT,14105.74,C793423336,485.0,0.0,M1001193966,0.0,0.0,0,0
10,PAYMENT,3140.89,C1957983327,79673.0,76532.11,M589059388,0.0,0.0,0,0
10,CASH_IN,63531.97,C1213495945,931216.51,994748.48,C218598269,1777757.56,2011297.98,0,0
10,CASH_IN,121347.85,C763776073,10589012.39,10710360.24,C124023321,294770.24,173422.39,0,0
9,CASH_OUT,217145.11,C1040657300,1607.0,0.0,C1173232379,39440.0,109415.43,0,0
12,CASH_OUT,344833.83,C866408538,1429.0,0.0,C246109387,0.0,591571.34,0,0
6,PAYMENT,4922.27,C1827192676,0.0,0.0,M1679027895,0.0,0.0,0,0
9,CASH_OUT,239763.09,C612277544,403.0,0.0,C732162679,18210.0,257973.09,0,0
11,CASH_OUT,58008.72,C1315686498,198725.0,140716.28,C2064311715,1811879.4,1869888.12,0,0
9,CASH_IN,164454.83,C1866222867,27531493.87,27695948.7,C943166837,296103.09,219052.08,0,0
9,CASH_IN,3270.24,C2052861714,8305163.94,8308434.19,C254720071,323237.95,502989.56,0,0
11,CASH_IN,30812.41,C1567991661,6407790.5,6438602.92,C1281898359,2862746.56,2831934.14,0,0
11,PAYMENT,7242.59,C76992713,367419.55,360176.96,M1317238930,0.0,0.0,0,0
10,DEBIT,3620.09,C1848090136,497.0,0.0,C1164555074,30280.28,33900.37,0,0
9,CASH_IN,261721.13,C822121759,7022213.42,7283934.55,C1818375095,1360338.81,1802046.35,0,0
8,CASH_IN,140357.43,C996554226,6472510.78,6612868.21,C1518728219,320116.49,1157398.83,0,0
10,CASH_OUT,15627.14,C1308566751,21396.0,5768.86,C967218202,94051.67,109678.81,0,0
7,PAYMENT,754.54,C396547916,40694.0,39939.46,M1099014528,0.0,0.0,0,0
12,PAYMENT,9582.96,C987088030,420322.42,410739.46,M1432349388,0.0,0.0,0,0
8,PAYMENT,7968.2,C499756378,0.0,0.0,M1778778885,0.0,0.0,0,0
11,PAYMENT,9226.2,C1693949153,1872.0,0.0,M406547343,0.0,0.0,0,0
9,PAYMENT,17579.31,C900106167,47125.08,29545.77,M2026847328,0.0,0.0,0,0
10,PAYMENT,3465.7,C404514883,50939.0,47473.3,M603119602,0.0,0.0,0,0
8,CASH_OUT,121567.12,C1187128724,0.0,0.0,C720370261,787855.07,643199.54,0,0
13,PAYMENT,3153.56,C1272005016,0.0,0.0,M857050148,0.0,0.0,0,0
10,TRANSFER,1232638.12,C2046124004,161793.0,0.0,C996916993,159784.13,1392422.25,0,0
9,PAYMENT,2368.77,C1682846623,51122.0,48753.23,M48478299,0.0,0.0,0,0
10,PAYMENT,6241.01,C331026336,109796.22,103555.21,M732730640,0.0,0.0,0,0
10,CASH_OUT,144880.85,C66741149,0.0,0.0,C1007251739,362937.44,214110.26,0,0
10,CASH_OUT,130597.44,C182812183,13807.0,0.0,C1632268814,5059002.58,5239126.42,0,0
10,PAYMENT,871.92,C786526098,318565.85,317693.93,M521293772,0.0,0.0,0,0
1,CASH_IN,134977.11,C1087072654,6437533.71,6572510.82,C1750905143,471814.89,424250.45,0,0
10,CASH_IN,195328.06,C1098779707,6203881.32,6399209.37,C1095446005,259783.05,64454.99,0,0
9,TRANSFER,264160.55,C1981614304,0.0,0.0,C637162992,297483.58,35771.82,0,0
9,PAYMENT,6614.07,C365855656,84129.44,77515.37,M1882503718,0.0,0.0,0,0
9,CASH_IN,158590.19,C1853366079,41986.14,200576.33,C770880968,49728.0,0.0,0,0
9,CASH_OUT,28903.66,C1609206220,116757.0,87853.34,C1243393970,2035172.48,2064076.13,0,0
12,CASH_OUT,78756.68,C1965461234,29354.0,0.0,C1970177279,135477.53,48023.33,0,0
8,PAYMENT,9977.82,C1556174583,16099.0,6121.18,M342673468,0.0,0.0,0,0
7,TRANSFER,554974.86,C1101292803,31222.0,0.0,C1434389049,422551.97,0.0,0,0
9,TRANSFER,11197.81,C1151067647,0.0,0.0,C894373883,20028.0,195554.97,0,0
10,PAYMENT,12132.73,C41075306,352967.37,340834.63,M39419439,0.0,0.0,0,0
13,CASH_IN,237218.98,C729174686,5573.0,242791.98,C2050594153,0.0,0.0,0,0
8,PAYMENT,6686.57,C745189542,14506.0,7819.43,M617525182,0.0,0.0,0,0
7,CASH_OUT,74364.75,C1015278026,0.0,0.0,C1899073220,4232016.3,5632383.36,0,0
11,PAYMENT,21858.11,C861676340,0.0,0.0,M1011607512,0.0,0.0,0,0
12,CASH_OUT,313851.04,C1531361080,0.0,0.0,C842554560,1956828.56,2890325.76,0,0
13,TRANSFER,598459.0,C883079772,0.0,0.0,C1901482172,1989632.03,2918169.69,0,0
10,CASH_OUT,243255.55,C1310755590,12903.0,0.0,C1906801600,0.0,327735.35,0,0
12,PAYMENT,6978.04,C1968132739,0.0,0.0,M987293966,0.0,0.0,0,0
10,CASH_IN,56881.62,C775875557,6487414.79,6544296.41,C978740207,7419120.26,10286156.12,0,0
2,PAYMENT,20603.53,C1133288103,22143.98,1540.44,M877898962,0.0,0.0,0,0
12,CASH_IN,766321.23,C1474285444,103370.0,869691.23,C2075349804,0.0,412546.96,0,0
12,PAYMENT,12008.52,C670364937,0.0,0.0,M1052872803,0.0,0.0,0,0
10,PAYMENT,429.8,C101123788,39741.0,39311.2,M924502403,0.0,0.0,0,0
11,CASH_OUT,305532.24,C11986076,0.0,0.0,C1079088036,2349264.1,2721969.13,0,0
11,CASH_IN,367702.9,C943151283,2132226.25,2499929.15,C476179877,5092602.11,4724899.21,0,0
10,TRANSFER,1594741.96,C501737799,4370.0,0.0,C1959785089,64.0,2703011.07,0,0
9,CASH_OUT,245452.58,C1980901244,20145.0,0.0,C708718126,807388.47,1478230.04,0,0
11,CASH_OUT,329880.22,C1278164110,0.0,0.0,C486371171,1489357.09,1820092.2,0,0
13,CASH_IN,7154.35,C1328919165,9506935.65,9514090.01,C1002407179,897935.72,1114898.87,0,0
13,CASH_OUT,287062.64,C1348600202,60108.0,0.0,C1520928508,0.0,374108.56,0,0
10,CASH_OUT,193134.1,C1571073173,119123.0,0.0,C1130568252,423311.18,616445.28,0,0
10,PAYMENT,10320.28,C999626935,113903.0,103582.72,M1105211242,0.0,0.0,0,0
11,PAYMENT,4832.87,C1003345881,0.0,0.0,M1594454492,0.0,0.0,0,0
10,CASH_OUT,502786.21,C1855458705,0.0,0.0,C1948558238,14280834.0,14818927.97,0,0
12,CASH_OUT,188168.23,C949815672,275865.99,87697.76,C1785304798,0.0,188168.23,0,0
9,PAYMENT,297.45,C553775651,0.0,0.0,M550836234,0.0,0.0,0,0
12,CASH_OUT,36524.08,C782832437,45913.0,9388.92,C150091086,1156249.27,1003395.79,0,0
9,PAYMENT,9688.13,C2063489300,0.0,0.0,M1535794556,0.0,0.0,0,0
8,CASH_IN,56979.24,C307059955,2549437.31,2606416.55,C1348669431,85352.17,0.0,0,0
13,CASH_OUT,341475.08,C848412392,0.0,0.0,C9383664,2422846.15,2642241.05,0,0
13,CASH_OUT,30035.91,C1491185750,0.0,0.0,C1646031543,450728.74,1225954.31,0,0
10,PAYMENT,4941.61,C939699098,0.0,0.0,M1143479431,0.0,0.0,0,0
11,CASH_OUT,29513.84,C1728510757,0.0,0.0,C852033104,563156.66,592670.5,0,0
9,PAYMENT,8052.07,C232410892,34198.0,26145.93,M1713894721,0.0,0.0,0,0
11,DEBIT,9010.24,C1038256916,42136.0,33125.76,C1341043251,2820575.65,2829585.89,0,0
12,CASH_OUT,358162.88,C958664472,93846.77,0.0,C1605835252,2264638.02,2758400.47,0,0
9,CASH_OUT,200545.3,C1950319031,17497.0,0.0,C1933191609,0.0,145526.36,0,0
9,CASH_OUT,145124.92,C982677057,0.0,0.0,C1659487569,424393.34,2704983.95,0,0
12,PAYMENT,4032.56,C608943751,36956.5,32923.94,M475498186,0.0,0.0,0,0
11,PAYMENT,11314.16,C1342378011,192483.0,181168.84,M674286137,0.0,0.0,0,0
10,PAYMENT,10692.83,C580941046,0.0,0.0,M244458731,0.0,0.0,0,0
12,CASH_OUT,16435.83,C93959409,10068.0,0.0,C1864522583,0.0,0.0,0,0
13,CASH_OUT,134999.46,C1433371781,59974.0,0.0,C2004947954,147790.11,282789.57,0,0
1,PAYMENT,3218.06,C454440929,52991.0,49772.94,M404036116,0.0,0.0,0,0
12,CASH_IN,225800.85,C1764194490,5131844.38,5357645.22,C118191901,455056.65,229255.81,0,0
1,PAYMENT,3051.76,C848958019,236272.0,233220.24,M248487859,0.0,0.0,0,0
12,CASH_OUT,91736.35,C1443977568,0.0,0.0,C1647967894,269855.64,99913.16,0,0
11,CASH_OUT,270192.79,C1746249167,28041.08,0.0,C417662216,949139.46,1219332.25,0,0
8,CASH_OUT,260359.87,C2047614981,0.0,0.0,C1768641212,4067922.51,4312556.2,0,0
12,CASH_IN,44209.81,C1604181663,5373.0,49582.81,C1001409363,179514.5,135304.69,0,0
11,TRANSFER,2101135.4,C766082341,3227.0,0.0,C1111373296,0.0,1812346.49,0,0
10,CASH_IN,98168.41,C1323542630,41219.09,139387.51,C1607305408,727693.87,587747.79,0,0
10,CASH_OUT,154878.1,C1190641460,0.0,0.0,C1324196239,2628056.73,2782934.84,0,0
9,CASH_OUT,34656.0,C302726631,0.0,0.0,C976896991,2620675.25,2655331.25,0,0
9,CASH_IN,674628.58,C1809805123,4915178.86,5589807.44,C510508465,2660104.47,2266894.08,0,0
10,TRANSFER,48117.1,C1039623203,0.0,0.0,C2079520252,2145501.95,2487192.68,0,0
12,PAYMENT,4419.08,C845969238,108690.25,104271.17,M872843234,0.0,0.0,0,0
2,PAYMENT,22012.11,C2070372626,1614.7,0.0,M1433976386,0.0,0.0,0,0
12,CASH_OUT,141791.38,C731064626,563178.0,421386.62,C533525559,498922.0,803043.18,0,0
9,PAYMENT,6431.41,C915155967,476670.47,470239.06,M1923140639,0.0,0.0,0,0
9,CASH_IN,100759.63,C171885219,586045.0,686804.63,C2016345342,2360.0,0.0,0,0
10,PAYMENT,1135.22,C615722525,827.0,0.0,M602914431,0.0,0.0,0,0
11,PAYMENT,19179.02,C1072146465,1905.0,0.0,M803117160,0.0,0.0,0,0
12,CASH_OUT,3529.58,C1869401143,105670.0,102140.42,C1165628746,0.0,3529.58,0,0
13,PAYMENT,2245.48,C1009343851,0.0,0.0,M631506926,0.0,0.0,0,0
10,PAYMENT,38871.51,C243076111,9699.98,0.0,M1748038034,0.0,0.0,0,0
10,PAYMENT,9341.94,C583150631,92984.0,83642.06,M1519311990,0.0,0.0,0,0
8,CASH_OUT,56293.07,C1515241771,504835.0,448541.93,C1712003741,9690.15,65983.21,0,0
13,CASH_OUT,574529.91,C600602683,18027.0,0.0,C1500531713,0.0,852551.73,0,0
12,TRANSFER,1524373.28,C710814442,14106.0,0.0,C932184785,123804.41,1769977.7,0,0
11,CASH_OUT,336511.4,C808069134,14774.0,0.0,C1543005080,0.0,336511.4,0,0
10,CASH_OUT,473077.31,C1945908671,0.0,0.0,C20671747,626171.93,2746287.71,0,0
10,CASH_OUT,560597.95,C1129153780,52121.0,0.0,C514455949,359581.28,1101025.62,0,0
10,CASH_IN,101151.69,C1709566450,17858597.58,17959749.28,C796647152,135023.25,33871.56,0,0
9,PAYMENT,5843.28,C1212517598,9075.0,3231.72,M1540802417,0.0,0.0,0,0
12,CASH_OUT,338559.42,C1163925958,21130.0,0.0,C1580083132,0.0,121039.7,0,0
11,CASH_OUT,378245.47,C406648867,17556.68,0.0,C1071651985,481476.17,991763.37,0,0
11,CASH_OUT,186837.33,C1139923396,0.0,0.0,C704815699,229454.29,1165105.77,0,0
12,CASH_OUT,212534.62,C351325504,2374.0,0.0,C789765860,1482476.01,2184796.8,0,0
1,CASH_IN,185897.79,C878598679,5488233.21,5674131.0,C1182461167,390209.15,23508.22,0,0
